ID,Date,Title,Description,URL,Actors,Writer,Gap
120,07/18/1974,The Dream Woman,"Convinced that a woman he met at the local bar is his soul mate, a man abandons his faithful and loyal wife in order to pursue her. He is soon plagued by visions of his death at his new lover's hands.",https://www.cbsrmt.com/episode/120-the-dream-woman.html,"104,26,71,16",28,1
121,07/22/1974,The Deadly Process,"In order to save his job and further his career, an unskilled engineer pilfers the secret to a revolutionary process from an old friend. Now he must lie, cheat and bribe his way through life in a desperate bid to keep his new-found status.",https://www.cbsrmt.com/episode/121-the-deadly-process.html,"27,12,6,20,130",13,1
122,07/23/1974,Adam's Astral Self,"The ability to project his spiritual self to other places while asleep annoys Adam Farr's wife to no end. When she finally leaves him, he comes up with the perfect plan to woo her.",https://www.cbsrmt.com/episode/122-adam-s-astral-self.html,"68,136,63,137",43,1
123,07/25/1974,My Sister -- Death,A twisted and humorous tale about a woman's attempts to drive her sister to madness.,https://www.cbsrmt.com/episode/123-my-sister-death.html,"6,58,51,106",28,1
124,07/29/1974,Ghost at High Noon,"While on a road trip, two women experience car trouble in the middle of the desert. A strange old man driving an outdated wagon assists them and takes them to the nearest town. The women become suspicious and disturbed when they realize that the townsfolk do not seem to hear them.",https://www.cbsrmt.com/episode/124-ghost-at-high-noon.html,"128,138,98,17",139,1
125,07/31/1974,The Only Blood,"After refusing to pay blood money to the local mafia, an immigrant shoe-maker becomes the target of their ire. Angered by their misdeeds, the man hatches a plot for revenge. Meanwhile, the mob leader is torn between business and his daughter's love.",https://www.cbsrmt.com/episode/125-the-only-blood.html,"140,141,16,35,82",13,1
126,08/01/1974,The Hit Man,A chance meeting with the wife of his next victim changes the mindset of a hired gun.,https://www.cbsrmt.com/episode/126-the-hit-man.html,"142,117,31,95,6",4,1
127,08/05/1974,I Thought You Were Dead,"After murdering her husband and partner, an authoress begins to get phone calls from her deceased spouse. She is tormented by his reminders about who possesses the real talent between them.",https://www.cbsrmt.com/episode/127-i-thought-you-were-dead.html,"143,16,60,93",13,1
128,08/06/1974,The Headstrong Corpse,"After his death, Lord Berly of Moreland is kept in an open crypt by his physicians in deference to his fear of being buried alive. When his body mysteriously vanishes, murder and mayhem become the key facets in this Gothic thriller set in 1874.",https://www.cbsrmt.com/episode/128-the-headstrong-corpse.html,"73,90,133,38,144,145",28,1
129,08/07/1974,The Picture of Dorian Gray,"In exchange for eternal youth, a man makes a deal with the devil and gives up his soul. As he is consumed by evil, his portrait changes to mirror the abomination he has become.",https://www.cbsrmt.com/episode/129-the-picture-of-dorian-gray.html,"8,27,3",28,1
130,08/08/1974,You Only Die Once,"After being widowed, Marge Miller found love in the arms of her new husband. Her peaceful life is threatened when her ex comes back from the dead demanding his share of the insurance money she received for his death.",https://www.cbsrmt.com/episode/130-you-only-die-once.html,"30,45,134,7,22",38,1
131,08/12/1974,The Beach of Falesa,"An island merchant is cast out of his village after marrying a local woman in defiance of their faith. In order to restore his family's pride and reclaim his trade, he must go against a shrewd and highly competitive business rival.",https://www.cbsrmt.com/episode/131-the-beach-of-falesa.html,"121,38,10,16",38,1
132,08/13/1974,The Frontiers of Fear,A defeated man buys an ancient typewriter from a pawn shop. The typewriter reveals itself to be like the Goose that lays golden eggs. But gold might not be the only thing it has to offer. What if it is blood?,https://www.cbsrmt.com/episode/132-the-frontiers-of-fear.html,"146,147,91,35",103,1
133,08/14/1974,Journey into Terror,"Jane Stoddard marries a man and later discovers that her husband is the infamous serial killer known as The Boston Strangler. Forced to be the bait for the cops, she must cross the country when her life is in danger.",https://www.cbsrmt.com/episode/133-journey-into-terror.html,"148,149,135",28,1
134,08/15/1974,The Final Vow,Sister Pamela owns a priceless figurine that is stolen from her. So she quits the church and dedicates all her time to find the missing statue in order to return it to a dying nun. Help comes from a source that she never would have imagined.,https://www.cbsrmt.com/episode/134-the-final-vow.html,"150,82,141,35,118,144",4,1
135,08/19/1974,The Hands of Mrs. Mallory,"Shortly after the death of her husband, Mrs. Mallory loses control of both her hands mysteriously. She meets a woman in Central Park who seems to have lost her legs in a similar manner and decides to consult her doctor. The consequences are beyond her expectations.",https://www.cbsrmt.com/episode/135-the-hands-of-mrs-mallory.html,"128,63,10,64,2,119",4,1
136,08/20/1974,A Preview of Death,"A young woman and her husband own a resort that has a working cable car. Her brother, an upright engineer suspects that the cable might not be safe. He then dreams of a beautiful girl perishing in a cable car crash.",https://www.cbsrmt.com/episode/136-a-preview-of-death.html,"151,6,65,105,16",13,1
137,08/21/1974,Having a Horrible Time,Amy Hastings is a brave woman. She testified against one of New York's most infamous drug lords. But his goons pursue her to a secluded resort where Amy and her friend are holidaying.,https://www.cbsrmt.com/episode/137-having-a-horrible-time.html,"149,138,12,49,98",77,1
138,08/22/1974,The Case of M.J.H.,A professional swindler seduces a lonely unmarried woman who works as a psychiatrist's assistant. He persuades her to pilfer her employer's patient files in order to extort money from them.,https://www.cbsrmt.com/episode/138-the-case-of-m-j-h.html,"74,82,130,83,152",4,1
139,08/26/1974,The Deadliest Favor,"A guy is running away from the police and takes shelter in a friend's house. The friend is a novelist and lives with his wife. But from the moment the fugitive appears, problems creep up between the couple.",https://www.cbsrmt.com/episode/139-the-deadliest-favor.html,"27,6,12,7",13,1
140,08/28/1974,The Fatal Marksman,"A regular clerk leaves his vocation to become a hunter - in order to impress the girl he loves. But this breaks a vow he made to his deceased mother. Her vengeful spirit puts a curse on him for doing so and his gun misses every single target. However, another friendly spirit gives him charmed bullets - that come at a price.",https://www.cbsrmt.com/episode/140-the-fatal-marksman.html,"68,73,35,38,123",38,1
141,08/29/1974,Medium Rare,"A man is relieved of a large sum of money by a pair of wicked gamblers. After his death, he uses a false psychic medium to wreak his revenge.",https://www.cbsrmt.com/episode/141-medium-rare.html,"47,16,51,29",28,1
142,09/02/1974,The Return of Anatole Chevenic,A young man named Hans tries to convince his uncle Anatole to give him a portion of his inheritance earlier. His uncle denies his request and mentions that he has hidden the fortune away as a precaution against attempts on his life. Hans leaves in a fume and starts fantasizing about his uncle's death.,https://www.cbsrmt.com/episode/142-the-return-of-anatole-chevenic.html,"121,144,17,23",23,1
143,09/03/1974,The Imp in the Bottle,"A man buys an amulet that can make his wishes come true. But in order to salvage his soul, he must dispose of it before he dies by selling it for a lesser price than he had bought it for.",https://www.cbsrmt.com/episode/143-the-imp-in-the-bottle.html,"63,30,62,38,2",38,1
144,09/05/1974,Deadline for Death,Johnny Promo is a convict sentenced to death. He promises a witness who testified against him that he will meet his death within a month of his own.,https://www.cbsrmt.com/episode/144-deadline-for-death.html,"84,45,153,154",64,1
145,09/09/1974,Double Exposure,A cop dies in an accident. His wife is mistakenly taken to be someone else by two people. Her friend tries to probe the facts as one of those people thinks that she is his former wife who left him and his children a decade ago.,https://www.cbsrmt.com/episode/145-double-exposure.html,"14,155,9,32",38,1
146,09/11/1974,The Hand that Refused to Die,A gifted pianist is devastated by the loss of his hand as a result of an automobile accident. He is infuriated when he finds out that the amputation was unnecessary.,https://www.cbsrmt.com/episode/146-the-hand-that-refused-to-die.html,"49,6,135,151",28,1
147,09/12/1974,The Trouble with Murder,A wealthy lady hires an artist to paint a nude portrait of her. She becomes disturbed when he starts acting peculiarly. Her worries are well-founded as the painter has a nasty habit of mutilating his subjects once they have outlived their usefulness.,https://www.cbsrmt.com/episode/147-the-trouble-with-murder.html,"132,35,10,20,38",38,1
148,09/16/1974,What Happened to Mrs. Forbush?,"The ghost of a sea captain's wife plagues an abandoned house by the sea, and the water nearby is haunted by the spirit of the captain. A frail child and his family are caught in the tempest.",https://www.cbsrmt.com/episode/148-what-happened-to-mrs-forbush.html,"88,133,156,60,93",139,1
149,09/17/1974,Thicker than Water,A tired lawyer is made to take on a murder trial with the defendant adamantly professing his innocence. But the lawyer refuses to believe his client's claims and orders a series of tests to be run on the weapon allegedly used in the crime.,https://www.cbsrmt.com/episode/149-thicker-than-water.html,"157,71,16,91,85",4,1
150,09/19/1974,The Garden,"A couple discover that they are imprisoned in a peculiar forest inhabited by two beings - a gentle lady and a bad giant. In order to escape, they request the assistance of the giant but soon realize that they committed a grave mistake.",https://www.cbsrmt.com/episode/150-the-garden.html,"136,82,158,118",28,1
151,09/23/1974,Island of the Lost,A middle-aged man travels to an isolated island to surprise his young beloved. But he is afflicted by uncertainty in their relationship and starts doubting himself.,https://www.cbsrmt.com/episode/151-island-of-the-lost.html,"27,6,91,38",64,1
152,09/25/1974,The Deadly Blind Man's Bluff,"In a terrible mishap, a riveter loses his eyesight. While he keeps up his physical strength, he slowly goes on a downward spiral emotionally. Besides that, his apartment is within earshot of his former construction site, making him feel much worse. The police warn the riveter and his wife about an escaped murder convict in their area, and a meeting between the two is preordained.",https://www.cbsrmt.com/episode/152-the-deadly-blind-man-s-bluff.html,"29,74,35,2,95",38,1
153,09/26/1974,The Spectral Bride,"After having moved on with his life to the point of re-marrying, a man forces his former wife's father to bring her back to life using a self-made formula.",https://www.cbsrmt.com/episode/153-the-spectral-bride.html,"68,30,119,159,16",38,1
154,09/30/1974,Murder to Perfection,"A young woman is horrified to learn that her soon to be brother-in-law murdered her sister as well as his previous wife. He then proceeds to disclose his intention to act out the perfect murder, with her as the star of the show.",https://www.cbsrmt.com/episode/154-murder-to-perfection.html,"94,160,161",28,1
